date,sales,customer_segment,purchase_amount,feature1,feature2,feature3,target
2023-08-04,148,Segment C,177.81,23,329,0.488,721.83
2023-08-05,169,Segment A,50.48,43,152,0.387,476.56
2023-08-06,462,Segment A,239.6,23,263,0.946,684.19
2023-08-07,385,Segment C,220.91,10,345,0.951,189.87
2023-08-08,920,Segment A,183.22,45,82,0.549,436.7
2023-08-09,425,Segment A,440.59,80,103,0.548,552.7
2023-08-10,992,Segment C,288.29,7,372,0.986,818.69
2023-08-11,579,Segment B,389.63,44,165,0.141,482.39
2023-08-12,313,Segment B,97.69,13,202,0.364,908.36
2023-08-13,408,Segment A,297.09,58,63,0.901,697.67
2023-08-14,414,Segment A,209.15,7,359,0.684,902.47
2023-08-15,254,Segment A,280.68,25,484,0.426,204.6
2023-08-16,813,Segment A,337.66,68,281,0.843,198.83
2023-08-17,572,Segment A,131.25,79,223,0.774,967.49
2023-08-18,704,Segment B,305.3,33,147,0.734,224.06
2023-08-19,164,Segment A,370.01,31,164,0.104,120.79
2023-08-20,672,Segment C,270.63,28,60,0.214,976.72
2023-08-21,836,Segment A,420.35,68,484,0.934,497.48
2023-08-22,488,Segment B,227.31,15,431,0.748,767.1
2023-08-23,677,Segment A,225.64,39,168,0.872,814.44
2023-08-24,283,Segment B,249.69,24,333,0.584,451.78
2023-08-25,648,Segment C,409.25,62,104,0.11,633.06
2023-08-26,259,Segment A,217.28,55,377,0.532,541.23
2023-08-27,123,Segment B,249.37,69,76,0.327,226.7
2023-08-28,507,Segment A,324.44,85,316,0.235,362.52
2023-08-29,588,Segment C,53.28,12,277,0.958,297.09
2023-08-30,408,Segment A,124.65,95,330,0.944,451.14
2023-08-31,853,Segment A,27.65,96,343,0.174,982.59
2023-09-01,461,Segment C,256.27,21,187,0.621,360.21
2023-09-02,258,Segment C,190.37,67,55,0.171,323.25
2023-09-03,811,Segment C,337.83,31,332,0.367,689.96
2023-09-04,312,Segment C,206.62,74,399,0.581,185.92
2023-09-05,454,Segment A,466.69,31,465,0.363,926.61
2023-09-06,706,Segment A,396.97,4,481,0.26,552.31
2023-09-07,640,Segment B,49.09,47,144,0.345,189.46
2023-09-08,790,Segment C,298.68,45,189,0.249,627.26
2023-09-09,117,Segment A,473.44,97,338,0.853,557.13
2023-09-10,510,Segment A,66.32,93,229,0.393,531.43
2023-09-11,913,Segment C,497.96,98,442,0.388,966.11
2023-09-12,127,Segment B,403.92,39,296,0.496,592.65
2023-09-13,741,Segment A,169.23,45,493,0.369,846.07
2023-09-14,896,Segment B,173.97,35,131,0.689,906.97
2023-09-15,917,Segment B,428.54,11,243,0.362,421.25
2023-09-16,924,Segment A,178.76,93,398,0.248,156.65
2023-09-17,671,Segment B,264.21,95,72,0.651,378.06
2023-09-18,152,Segment C,175.61,22,111,0.221,167.99
2023-09-19,939,Segment C,312.19,87,273,0.262,881.32
2023-09-20,395,Segment B,112.9,49,494,0.835,863.65
2023-09-21,569,Segment B,103.34,60,433,0.692,919.24
2023-09-22,890,Segment C,133.46,55,141,0.997,618.31
2023-09-23,397,Segment B,418.39,67,125,0.302,857.85
2023-09-24,936,Segment B,277.37,90,159,0.102,478.13
2023-09-25,639,Segment B,301.37,32,282,0.207,781.83
2023-09-26,303,Segment C,140.16,70,180,0.138,233.96
2023-09-27,675,Segment C,315.16,11,133,0.319,646.6
2023-09-28,289,Segment A,336.79,88,120,0.105,109.74
2023-09-29,327,Segment C,278.23,36,398,0.611,318.77
2023-09-30,425,Segment C,67.65,98,199,0.268,989.36
2023-10-01,878,Segment B,186.53,83,209,0.773,347.15
2023-10-02,687,Segment A,227.31,31,69,0.858,481.11
2023-10-03,792,Segment A,437.63,33,159,0.521,877.63
2023-10-04,472,Segment B,293.95,38,395,0.322,492.08
2023-10-05,292,Segment A,361.59,87,172,0.15,133.95
2023-10-06,849,Segment B,343.43,62,415,0.974,845.97
2023-10-07,136,Segment A,456.12,54,175,0.9,733.79
2023-10-08,353,Segment C,380.4,69,200,0.541,963.8
2023-10-09,242,Segment C,442.65,83,107,0.225,564.88
2023-10-10,797,Segment B,84.47,48,382,0.547,350.21
2023-10-11,831,Segment A,155.83,16,213,0.503,179.34
2023-10-12,826,Segment B,124.91,61,487,0.793,296.98
2023-10-13,898,Segment B,385.08,65,271,0.933,332.39
2023-10-14,577,Segment A,126.66,19,94,0.154,391.15
2023-10-15,268,Segment C,487.8,15,213,0.719,634.27
2023-10-16,581,Segment B,431.9,36,332,0.268,974.09
2023-10-17,488,Segment A,314.68,85,72,0.966,164.81
2023-10-18,807,Segment B,164.43,48,81,0.13,103.12
2023-10-19,883,Segment A,225.44,37,485,0.614,371.81
2023-10-20,900,Segment B,385.28,52,58,0.535,789.76
2023-10-21,242,Segment A,456.99,16,94,0.308,836.93
2023-10-22,926,Segment A,92.92,38,214,0.626,952.77
2023-10-23,389,Segment B,422.41,4,62,0.95,586.65
2023-10-24,821,Segment C,312.14,74,421,0.177,338.2
2023-10-25,519,Segment B,195.15,6,376,0.295,372.1
2023-10-26,592,Segment A,26.31,79,395,0.376,942.56
2023-10-27,200,Segment A,160.52,89,212,0.174,985.97
2023-10-28,431,Segment A,292.72,15,367,0.694,114.57
2023-10-29,295,Segment B,322.11,98,73,0.227,942.59
2023-10-30,823,Segment B,440.39,86,379,0.149,877.44
2023-10-31,237,Segment A,76.14,11,452,0.551,562.93
2023-11-01,445,Segment C,263.35,58,385,0.255,807.03
2023-11-02,541,Segment C,31.19,8,306,0.989,765.34
2023-11-03,863,Segment A,118.8,85,430,0.411,388.6
2023-11-04,692,Segment B,169.72,15,275,0.375,327.18
2023-11-05,241,Segment B,188.53,54,279,0.889,889.07
2023-11-06,437,Segment A,429.26,19,269,0.232,456.92
2023-11-07,468,Segment B,408.89,43,50,0.321,924.16
2023-11-08,277,Segment A,192.04,34,199,0.144,302.16
2023-11-09,984,Segment A,455.78,87,384,0.257,809.32
2023-11-10,649,Segment C,338.6,42,247,0.885,601.82
2023-11-11,151,Segment B,496.76,58,143,0.793,732.69
2023-11-12,695,Segment A,49.14,52,371,0.271,616.03
2023-11-13,403,Segment B,315.75,37,440,0.334,940.05
2023-11-14,191,Segment C,285.77,13,180,0.734,492.95
2023-11-15,462,Segment A,283.37,23,144,0.212,771.74
2023-11-16,355,Segment A,361.79,30,140,0.425,120.16
2023-11-17,904,Segment B,281.01,81,221,0.158,899.71
2023-11-18,812,Segment C,286.85,74,385,0.683,598.44
2023-11-19,208,Segment A,279.4,91,403,0.784,971.4
2023-11-20,312,Segment B,86.24,72,333,0.549,527.33
2023-11-21,776,Segment B,130.61,19,423,0.818,592.74
2023-11-22,285,Segment B,207.5,98,435,0.877,508.08
2023-11-23,135,Segment A,367.45,66,128,0.42,127.34
2023-11-24,691,Segment A,24.12,1,264,0.149,211.71
2023-11-25,222,Segment C,268.69,21,197,0.523,230.34
2023-11-26,902,Segment C,352.05,29,480,0.224,341.94
2023-11-27,847,Segment A,379.9,28,293,0.806,285.03
2023-11-28,750,Segment C,167.17,87,81,0.332,458.93
2023-11-29,679,Segment A,336.89,46,473,0.936,448.06
2023-11-30,803,Segment B,361.63,90,316,0.221,414.32
2023-12-01,706,Segment A,223.76,52,122,0.845,762.65
2023-12-02,476,Segment C,378.67,70,196,0.145,302.68
2023-12-03,252,Segment B,469.67,21,86,0.166,302.14
2023-12-04,519,Segment C,162.82,65,445,0.796,589.61
2023-12-05,814,Segment B,199.43,83,384,0.775,541.83
2023-12-06,623,Segment B,364.8,9,358,0.506,694.99
2023-12-07,983,Segment A,490.42,58,249,0.854,724.56
2023-12-08,433,Segment B,34.68,3,351,0.543,692.84
2023-12-09,874,Segment A,207.66,27,328,0.352,618.91
2023-12-10,966,Segment C,450.15,95,457,0.65,404.55
2023-12-11,788,Segment B,70.11,12,410,0.87,370.07
2023-12-12,412,Segment A,260.29,65,484,0.455,301.42
2023-12-13,490,Segment C,206.28,80,446,0.874,565.35
2023-12-14,615,Segment C,170.88,48,417,0.493,613.83
2023-12-15,335,Segment A,194.92,59,366,0.734,867.13
2023-12-16,848,Segment C,338.76,23,313,0.539,548.65
2023-12-17,642,Segment B,477.91,15,220,0.976,293.89
2023-12-18,238,Segment B,150.93,36,235,0.677,373.7
2023-12-19,255,Segment B,388.53,55,470,0.298,782.38
2023-12-20,891,Segment C,146.83,50,216,0.927,112.66
2023-12-21,312,Segment B,226.26,98,490,0.378,835.44
2023-12-22,379,Segment C,268.45,52,211,0.963,369.93
2023-12-23,314,Segment A,140.4,19,449,0.193,296.05
2023-12-24,343,Segment A,499.12,50,295,0.122,795.93
2023-12-25,146,Segment A,161.83,26,175,0.515,974.77
2023-12-26,429,Segment A,174.75,8,271,0.541,545.29
2023-12-27,205,Segment B,164.17,59,167,0.774,563.01
2023-12-28,791,Segment A,367.22,91,301,0.835,416.09
2023-12-29,884,Segment A,375.92,63,378,0.894,511.55
2023-12-30,482,Segment B,54.12,70,92,0.252,136.87
2023-12-31,935,Segment C,194.64,32,361,0.9,745.56
2023-01-01,546,Segment C,147.63,8,366,0.797,260.84
2023-01-02,299,Segment C,468.19,69,77,0.101,614.14
2023-01-03,662,Segment C,481.39,64,274,0.178,282.36
2023-01-04,231,Segment B,207.11,29,469,0.404,614.6
2023-01-05,948,Segment B,396.45,89,447,0.81,482.47
2023-01-06,859,Segment C,78.25,24,442,0.564,130.8
2023-01-07,766,Segment A,12.47,14,495,0.199,153.76
2023-01-08,411,Segment C,337.9,57,109,0.9,311.05
2023-01-09,810,Segment A,431.23,24,417,0.803,235.78
2023-01-10,966,Segment B,170.68,65,476,0.843,497.87
2023-01-11,657,Segment C,37.12,50,371,0.804,130.26
2023-01-12,216,Segment A,195.21,27,69,0.306,991.69
2023-01-13,973,Segment C,279.57,6,121,0.492,746.96
2023-01-14,723,Segment B,148.94,74,388,0.514,265.5
2023-01-15,842,Segment A,75.55,13,267,0.536,641.97
2023-01-16,462,Segment B,361.5,18,228,0.418,938.48
2023-01-17,527,Segment B,277.32,17,439,0.916,231.39
2023-01-18,268,Segment C,271.17,83,119,0.256,887.51
2023-01-19,882,Segment A,181.04,34,269,0.235,837.13
2023-01-20,222,Segment C,413.81,67,306,0.765,419.71
2023-01-21,909,Segment A,78.46,61,242,0.433,286.47
2023-01-22,856,Segment B,383.92,20,121,0.71,527.5
2023-01-23,245,Segment A,311.52,34,334,0.473,535.54
2023-01-24,891,Segment B,493.68,25,296,0.894,597.32
2023-01-25,383,Segment C,162.65,72,296,0.846,927.0
2023-01-26,389,Segment B,409.13,43,404,0.796,205.38
2023-01-27,215,Segment B,354.36,10,462,0.255,887.09
2023-01-28,207,Segment B,124.12,21,113,0.184,772.87
2023-01-29,215,Segment B,253.87,35,81,0.448,322.29
2023-01-30,144,Segment A,474.18,20,189,0.13,138.36
2023-01-31,119,Segment C,51.97,28,198,0.555,970.56
2023-02-01,850,Segment A,226.07,33,108,0.302,660.7
2023-02-02,773,Segment B,200.91,97,286,0.822,487.15
2023-02-03,688,Segment B,270.13,90,301,0.359,780.63
2023-02-04,410,Segment C,417.26,98,238,0.641,158.55
2023-02-05,634,Segment C,274.94,46,358,0.87,148.67
2023-02-06,275,Segment A,478.67,99,385,0.826,113.89
2023-02-07,440,Segment A,269.96,99,220,0.352,242.78
2023-02-08,554,Segment B,124.45,55,140,0.411,809.52
2023-02-09,741,Segment B,285.91,69,319,0.617,539.84
2023-02-10,189,Segment C,428.4,83,288,0.238,421.25
2023-02-11,128,Segment A,198.18,49,151,0.317,950.13
2023-02-12,478,Segment C,420.41,20,76,0.374,297.73
2023-02-13,359,Segment A,157.1,34,237,0.439,228.24
2023-02-14,630,Segment A,414.25,50,377,0.398,340.85
2023-02-15,678,Segment A,188.29,70,467,0.139,929.66
2023-02-16,852,Segment B,321.69,8,498,0.311,253.87
2023-02-17,236,Segment A,251.43,79,367,0.622,345.0
2023-02-18,811,Segment A,463.57,17,367,0.235,931.55
2023-02-19,181,Segment A,48.81,78,76,0.325,189.85
2023-02-20,746,Segment B,109.88,8,423,0.166,823.87
2023-02-21,273,Segment A,343.22,50,475,0.587,931.29
2023-02-22,511,Segment A,408.1,17,169,0.281,164.9
2023-02-23,941,Segment C,403.91,74,367,0.803,410.22
2023-02-24,342,Segment B,444.65,86,67,0.978,958.83
2023-02-25,702,Segment C,107.8,7,469,0.619,717.1
2023-02-26,727,Segment B,110.03,63,232,0.329,123.52
2023-02-27,210,Segment A,321.46,17,422,0.481,773.56
2023-02-28,365,Segment A,176.65,32,130,0.884,448.77
2023-03-01,210,Segment C,141.21,15,126,0.887,793.88
2023-03-02,294,Segment C,337.83,70,467,0.891,442.89
2023-03-03,810,Segment A,482.37,10,245,0.117,585.71
2023-03-04,627,Segment A,369.29,83,231,0.58,830.91
2023-03-05,987,Segment B,73.24,66,164,0.865,482.09
2023-03-06,248,Segment A,474.65,27,190,0.423,301.94
2023-03-07,565,Segment A,100.31,33,261,0.555,883.77
2023-03-08,178,Segment B,43.03,69,256,0.373,533.47
2023-03-09,732,Segment C,267.08,70,256,0.667,374.65
2023-03-10,522,Segment C,89.07,85,72,0.851,534.79
2023-03-11,119,Segment A,232.06,52,291,0.908,907.04
2023-03-12,705,Segment A,281.02,95,168,0.287,868.58
2023-03-13,358,Segment A,364.08,94,144,0.834,217.38
2023-03-14,180,Segment A,388.75,51,55,0.258,227.14
2023-03-15,408,Segment C,345.98,48,362,0.601,915.77
2023-03-16,867,Segment B,156.54,67,324,0.708,613.85
2023-03-17,728,Segment C,204.58,43,184,0.315,907.54
2023-03-18,716,Segment C,229.61,22,56,0.63,619.5
2023-03-19,399,Segment A,417.29,50,135,0.746,383.67
2023-03-20,417,Segment B,20.56,9,168,0.134,617.13
2023-03-21,381,Segment B,474.67,88,111,0.328,669.61
2023-03-22,365,Segment A,406.45,62,188,0.127,281.93
2023-03-23,942,Segment C,377.29,10,341,0.606,308.55
2023-03-24,935,Segment A,150.44,78,307,0.386,500.91
2023-03-25,569,Segment A,93.93,65,156,0.508,160.76
2023-03-26,374,Segment C,390.41,36,227,0.344,491.67
2023-03-27,885,Segment A,200.4,12,341,0.634,809.94
2023-03-28,730,Segment A,229.6,84,351,0.888,769.48
2023-03-29,877,Segment B,294.89,2,468,0.176,713.21
2023-03-30,892,Segment B,317.75,78,298,0.297,617.65
2023-03-31,471,Segment A,134.13,17,250,0.494,384.99
2023-04-01,453,Segment C,404.99,54,404,0.42,487.36
2023-04-02,108,Segment B,409.14,94,94,0.186,802.61
2023-04-03,304,Segment B,124.15,54,121,0.166,435.79
2023-04-04,518,Segment B,261.11,30,137,0.905,907.16
2023-04-05,314,Segment B,299.06,59,301,0.268,492.84
2023-04-06,861,Segment A,486.39,91,303,0.138,978.46
2023-04-07,178,Segment A,206.5,10,158,0.34,652.35
2023-04-08,551,Segment B,237.39,69,249,0.466,220.83
2023-04-09,763,Segment C,293.69,52,74,0.925,412.07
2023-04-10,349,Segment B,227.59,76,462,0.339,378.92
2023-04-11,240,Segment A,497.02,89,89,0.701,740.87
2023-04-12,278,Segment B,45.8,58,298,0.248,688.64
2023-04-13,812,Segment B,454.55,69,448,0.343,829.36
2023-04-14,410,Segment C,140.39,26,476,0.218,804.24
2023-04-15,408,Segment B,290.0,52,474,0.595,339.68
2023-04-16,965,Segment B,123.54,95,197,0.926,677.72
2023-04-17,123,Segment C,345.71,42,483,0.767,800.25
2023-04-18,538,Segment A,233.69,2,331,0.104,455.04
2023-04-19,234,Segment A,331.3,20,339,0.496,454.79
2023-04-20,406,Segment A,488.74,48,384,0.535,832.75
2023-04-21,827,Segment C,141.54,92,347,0.925,534.64
2023-04-22,649,Segment C,34.42,87,183,0.403,390.72
2023-04-23,380,Segment A,425.87,79,493,0.107,388.55
2023-04-24,194,Segment A,377.94,29,486,0.249,711.22
2023-04-25,895,Segment B,170.21,92,356,0.769,245.5
2023-04-26,780,Segment A,169.91,76,70,0.592,629.09
2023-04-27,219,Segment B,216.31,47,374,0.788,365.99
2023-04-28,342,Segment C,472.89,61,256,0.402,767.27
2023-04-29,901,Segment A,340.25,84,179,0.298,880.82
2023-04-30,582,Segment A,207.89,8,61,0.334,195.39
2023-05-01,897,Segment C,310.46,44,251,0.577,655.01
2023-05-02,306,Segment C,44.89,52,413,0.664,809.03
2023-05-03,282,Segment B,463.94,37,205,0.586,406.0
2023-05-04,544,Segment A,473.98,89,477,0.542,563.26
2023-05-05,822,Segment A,183.92,85,418,0.611,956.81
2023-05-06,523,Segment C,76.55,48,241,0.161,561.35
2023-05-07,733,Segment B,364.85,13,131,0.566,531.49
2023-05-08,949,Segment C,119.77,52,418,0.994,291.05
2023-05-09,844,Segment A,366.32,94,278,0.264,835.99
2023-05-10,802,Segment B,18.36,88,201,0.479,632.55
2023-05-11,553,Segment B,29.48,54,277,0.551,139.83
2023-05-12,715,Segment B,239.37,24,280,0.923,602.65
2023-05-13,412,Segment A,423.96,74,432,0.649,443.7
2023-05-14,506,Segment B,135.0,92,301,0.834,461.73
2023-05-15,860,Segment A,199.6,98,111,0.428,240.52
2023-05-16,178,Segment A,438.11,79,170,0.759,767.7
2023-05-17,487,Segment A,369.73,38,288,0.817,975.15
2023-05-18,343,Segment A,358.71,76,336,0.19,131.22
2023-05-19,149,Segment C,146.88,49,290,0.864,614.78
2023-05-20,386,Segment C,75.17,80,145,0.871,127.46
2023-05-21,987,Segment A,226.33,73,208,0.219,863.04
2023-05-22,644,Segment A,106.54,31,271,0.949,758.06
2023-05-23,799,Segment B,190.36,18,351,0.215,100.43
2023-05-24,534,Segment B,375.56,75,212,0.897,480.37
2023-05-25,773,Segment B,124.76,14,137,0.703,928.09
2023-05-26,516,Segment A,413.22,50,255,0.351,480.27
2023-05-27,742,Segment A,205.14,49,140,0.374,458.49
2023-05-28,608,Segment B,54.65,22,490,0.944,772.78
2023-05-29,713,Segment C,20.72,46,176,0.857,850.46
2023-05-30,320,Segment A,284.34,23,461,0.715,300.99
2023-05-31,637,Segment A,389.45,13,385,0.656,797.57
2023-06-01,668,Segment B,421.62,94,322,0.403,579.99
2023-06-02,577,Segment B,312.02,12,172,0.872,832.88
2023-06-03,770,Segment A,308.72,17,399,0.409,587.74
2023-06-04,365,Segment A,321.9,79,381,0.144,310.59
2023-06-05,414,Segment A,220.22,8,457,0.643,520.66
2023-06-06,865,Segment A,270.28,32,420,0.335,247.93
2023-06-07,286,Segment B,15.05,3,256,0.54,248.44
2023-06-08,292,Segment B,161.38,86,134,0.1,214.9
2023-06-09,622,Segment A,361.32,26,306,0.418,224.83
2023-06-10,156,Segment A,371.16,38,404,0.126,855.68
2023-06-11,343,Segment B,269.47,12,199,0.485,329.06
2023-06-12,879,Segment A,167.25,87,411,0.764,365.45
2023-06-13,156,Segment A,240.53,33,199,0.521,224.4
2023-06-14,526,Segment C,84.2,57,388,0.941,160.26
2023-06-15,599,Segment A,276.62,22,362,0.415,997.95
2023-06-16,830,Segment B,370.55,32,474,0.546,603.47
2023-06-17,469,Segment B,115.7,22,463,0.895,503.91
2023-06-18,559,Segment B,487.18,59,307,0.999,261.99
2023-06-19,961,Segment A,397.77,58,405,0.368,652.81
2023-06-20,210,Segment C,132.85,53,466,0.247,627.59
2023-06-21,305,Segment B,400.5,80,116,0.742,862.1
2023-06-22,521,Segment C,336.75,68,409,0.808,973.56
2023-06-23,147,Segment C,231.91,62,477,0.838,485.01
2023-06-24,478,Segment A,173.36,26,482,0.625,808.02
2023-06-25,960,Segment A,464.29,1,72,0.944,386.73
2023-06-26,207,Segment B,472.14,52,275,0.331,977.19
2023-06-27,168,Segment C,338.31,78,204,0.204,966.69
2023-06-28,890,Segment A,36.37,19,105,0.846,337.52
2023-06-29,522,Segment B,302.48,67,411,0.315,268.45
2023-06-30,373,Segment C,47.29,82,166,0.487,599.43
2023-07-01,785,Segment A,492.17,80,202,0.932,294.63
2023-07-02,787,Segment A,22.49,78,168,0.454,567.35
2023-07-03,671,Segment B,258.67,62,149,0.346,405.92
2023-07-04,127,Segment A,308.62,92,452,0.283,439.11
2023-07-05,409,Segment A,290.66,17,225,0.956,942.59
2023-07-06,334,Segment C,475.36,88,81,0.476,974.26
2023-07-07,574,Segment C,416.42,4,499,0.397,653.3
2023-07-08,672,Segment A,397.95,20,137,0.726,262.58
2023-07-09,315,Segment A,479.15,92,363,0.531,584.63
2023-07-10,856,Segment C,335.12,26,343,0.956,499.6
2023-07-11,920,Segment B,252.71,69,129,0.3,845.91
2023-07-12,492,Segment C,250.87,38,315,0.359,920.84
2023-07-13,208,Segment C,72.59,79,276,0.757,191.74
2023-07-14,140,Segment A,221.73,3,257,0.825,147.62
2023-07-15,511,Segment A,254.91,4,245,0.527,420.73
2023-07-16,528,Segment B,217.8,57,285,0.184,420.52
2023-07-17,530,Segment B,176.62,72,430,0.332,281.42
2023-07-18,620,Segment A,326.19,97,355,0.561,889.86
2023-07-19,406,Segment C,461.98,75,77,0.369,712.27
2023-07-20,226,Segment C,44.26,12,284,0.427,591.81
2023-07-21,679,Segment B,410.28,54,201,0.184,203.9
2023-07-22,172,Segment A,261.42,7,218,0.939,991.43
2023-07-23,973,Segment A,316.55,40,370,0.927,896.64
2023-07-24,733,Segment C,446.84,21,436,0.159,534.04
2023-07-25,980,Segment B,299.43,79,496,0.852,901.72
2023-07-26,246,Segment A,53.76,15,384,0.35,430.04
2023-07-27,470,Segment A,221.06,99,460,0.898,839.79
2023-07-28,614,Segment B,407.73,5,380,0.263,370.45
2023-07-29,882,Segment A,136.28,33,91,0.707,151.35
2023-07-30,564,Segment B,311.42,85,100,0.936,743.25
2023-07-31,426,Segment A,363.84,90,244,0.296,648.79
2023-08-01,464,Segment B,84.97,43,379,0.119,637.48
2023-08-02,627,Segment C,165.21,13,474,0.563,601.0
2023-08-03,789,Segment C,431.0,21,162,0.172,947.04
2023-08-04,111,Segment A,156.03,90,289,0.845,461.92
2023-08-05,192,Segment A,94.15,4,151,0.666,840.37
2023-08-06,643,Segment A,229.92,81,93,0.749,789.95
2023-08-07,903,Segment A,311.19,49,126,0.205,416.4
2023-08-08,895,Segment B,83.06,93,175,0.332,924.68
2023-08-09,694,Segment A,351.94,87,301,0.214,684.03
2023-08-10,240,Segment A,485.66,12,53,0.277,125.47
2023-08-11,247,Segment B,475.33,98,259,0.529,602.08
2023-08-12,903,Segment C,78.74,25,278,0.386,130.15
2023-08-13,524,Segment A,86.59,90,419,0.456,216.88
2023-08-14,645,Segment B,277.25,89,291,0.643,505.4
2023-08-15,154,Segment B,415.66,94,199,0.648,948.84
2023-08-16,312,Segment A,424.21,85,493,0.814,222.22
2023-08-17,665,Segment C,369.95,57,395,0.106,903.59
2023-08-18,423,Segment A,456.3,93,391,0.116,743.65
2023-08-19,122,Segment A,262.58,10,299,0.636,230.93
2023-08-20,766,Segment A,173.37,79,443,0.372,473.35
2023-08-21,691,Segment B,207.35,96,439,0.478,439.51
2023-08-22,651,Segment A,273.24,83,288,0.859,594.4
2023-08-23,420,Segment C,314.32,89,213,0.66,778.59
2023-08-24,639,Segment B,229.41,1,382,0.944,632.23
2023-08-25,272,Segment C,362.09,34,176,0.364,298.0
2023-08-26,759,Segment A,327.24,62,187,0.949,741.36
2023-08-27,195,Segment C,84.62,42,256,0.992,766.8
2023-08-28,662,Segment C,188.36,2,216,0.667,536.25
2023-08-29,792,Segment B,495.72,36,305,0.232,583.45
2023-08-30,434,Segment A,270.9,82,435,0.359,590.06
2023-08-31,862,Segment C,289.36,98,66,0.302,963.9
2023-09-01,992,Segment B,159.57,28,299,0.678,515.39
2023-09-02,430,Segment C,313.39,78,244,0.16,873.56
2023-09-03,932,Segment B,103.83,76,55,0.258,548.32
2023-09-04,965,Segment C,368.39,12,96,0.923,298.55
2023-09-05,945,Segment B,398.58,47,381,0.495,914.19
2023-09-06,698,Segment B,27.36,64,140,0.69,494.05
2023-09-07,346,Segment B,120.32,89,420,0.914,999.36
2023-09-08,653,Segment B,275.18,31,481,0.277,230.5
2023-09-09,519,Segment B,250.77,34,363,0.492,660.3
2023-09-10,455,Segment C,249.96,69,394,0.764,834.41
2023-09-11,208,Segment A,339.8,64,183,0.894,737.9
2023-09-12,136,Segment A,370.1,34,117,0.526,115.91
2023-09-13,395,Segment A,468.99,69,313,0.779,283.69
2023-09-14,551,Segment B,306.06,97,384,0.21,772.87
2023-09-15,463,Segment A,492.71,49,276,0.143,192.42
2023-09-16,687,Segment C,13.02,55,106,0.377,137.01
2023-09-17,402,Segment A,57.78,74,82,0.303,130.01
2023-09-18,324,Segment A,308.13,49,82,0.136,357.36
2023-09-19,807,Segment A,467.1,72,467,0.455,528.29
2023-09-20,744,Segment C,462.42,91,388,0.693,946.51
2023-09-21,186,Segment B,418.65,32,266,0.761,162.01
2023-09-22,666,Segment C,336.78,4,175,0.704,753.66
2023-09-23,465,Segment A,400.1,56,75,0.544,923.79
2023-09-24,861,Segment A,104.44,61,325,0.981,409.99
2023-09-25,785,Segment B,400.56,37,253,0.222,830.39
2023-09-26,632,Segment B,410.29,64,345,0.533,186.79
2023-09-27,932,Segment A,140.54,93,479,0.175,360.12
2023-09-28,361,Segment B,474.61,26,450,0.641,447.69
2023-09-29,305,Segment A,227.31,94,144,0.396,173.11
2023-09-30,156,Segment B,439.44,87,344,0.835,445.15
2023-10-01,135,Segment C,91.11,29,146,0.771,388.3
2023-10-02,351,Segment B,18.61,81,302,0.418,371.27
2023-10-03,538,Segment C,499.31,16,140,0.941,384.01
2023-10-04,333,Segment A,452.61,65,494,0.521,641.23
2023-10-05,529,Segment C,243.28,30,107,0.225,725.94
2023-10-06,633,Segment B,47.4,65,198,0.816,665.71
2023-10-07,310,Segment A,492.24,26,163,0.707,272.38
2023-10-08,344,Segment A,120.3,45,448,0.372,248.6
2023-10-09,748,Segment B,147.2,38,64,0.578,834.64
2023-10-10,869,Segment C,453.75,83,293,0.676,660.89
2023-10-11,142,Segment A,164.12,85,209,0.714,137.0
2023-10-12,191,Segment B,320.13,95,50,0.905,363.93
2023-10-13,758,Segment B,184.02,88,131,0.248,526.83
2023-10-14,639,Segment C,335.33,93,229,0.765,997.21
2023-10-15,210,Segment B,59.58,6,307,0.769,598.07
2023-10-16,877,Segment A,413.03,60,478,0.82,610.53
2023-10-17,415,Segment B,387.83,35,101,0.981,132.13
2023-10-18,343,Segment B,266.49,42,98,0.695,258.3
2023-10-19,281,Segment A,432.8,46,325,0.117,248.01
2023-10-20,336,Segment A,51.74,62,91,0.924,160.02
2023-10-21,867,Segment B,441.11,54,441,0.718,566.16
2023-10-22,742,Segment A,189.74,52,119,0.142,474.72
2023-10-23,685,Segment B,76.46,44,100,0.413,368.29
2023-10-24,575,Segment B,301.11,12,304,0.46,607.24
2023-10-25,112,Segment C,416.35,15,244,0.169,336.08
2023-10-26,414,Segment A,148.71,37,168,0.501,249.5
2023-10-27,863,Segment C,441.04,55,124,0.723,721.75
2023-10-28,152,Segment C,469.94,25,494,0.333,296.87
2023-10-29,666,Segment C,380.18,57,362,0.212,223.33
2023-10-30,183,Segment A,42.74,58,271,0.923,572.22
2023-10-31,643,Segment C,173.8,90,74,0.523,558.93
2023-11-01,100,Segment B,258.5,38,130,0.384,428.72
2023-11-02,824,Segment A,62.81,73,432,0.938,773.53
2023-11-03,712,Segment B,191.82,70,455,0.587,643.9
2023-11-04,650,Segment A,99.31,74,355,0.947,566.45
2023-11-05,997,Segment A,211.82,50,345,0.818,157.85
2023-11-06,554,Segment C,226.11,35,423,0.334,573.69
2023-11-07,762,Segment A,497.71,3,91,0.91,103.85
2023-11-08,656,Segment C,264.36,23,419,0.893,112.51
2023-11-09,176,Segment C,473.11,51,476,0.807,803.15
2023-11-10,606,Segment C,192.21,29,201,0.653,213.98
2023-11-11,299,Segment B,70.22,32,189,0.601,309.92
